order id,return date,return reason,days to return
ORD00004888,,,
ORD00004889,,,
ORD00004890,,,
ORD00004891,,,
ORD00004892,,,
ORD00004893,18-09-2024,Not as described,17
ORD00004894,,,
ORD00004895,,,
ORD00004896,13-05-2023,Wrong item,14
ORD00004897,,,
ORD00004898,,,
ORD00004899,,,
ORD00004900,02-09-2024,Wrong item,25
ORD00004901,,,
ORD00004902,08-01-2023,Changed mind,3
ORD00004903,05-11-2023,Wrong item,29
ORD00004904,14-04-2024,Not as described,11
ORD00004905,25-01-2023,Not as described,11
ORD00004906,,,
ORD00004907,,,
ORD00004908,17-05-2023,Defective,15
ORD00004909,,,
ORD00004910,,,
ORD00004911,19-06-2024,Changed mind,6
ORD00004912,31-07-2024,Defective,1
ORD00004913,08-11-2024,Wrong item,29
ORD00004914,01-03-2023,Changed mind,0
ORD00004915,24-11-2023,Defective,26
ORD00004916,27-11-2024,Changed mind,27
ORD00004917,19-06-2023,Wrong item,13
ORD00004918,27-01-2024,Not as described,21
ORD00004919,14-03-2023,Defective,14
ORD00004920,02-06-2023,Defective,8
ORD00004921,,,
ORD00004922,17-05-2023,Changed mind,6
ORD00004923,,,
ORD00004924,,,
ORD00004925,,,
ORD00004926,07-04-2023,Defective,29
ORD00004927,,,
ORD00004928,,,
ORD00004929,02-04-2023,Not as described,17
ORD00004930,07-06-2024,Wrong item,9
ORD00004931,05-02-2023,Defective,27
ORD00004932,,,
ORD00004933,01-11-2024,Changed mind,30
ORD00004934,24-03-2023,Defective,15
ORD00004935,13-09-2024,Changed mind,23
ORD00004936,30-05-2023,Not as described,6
ORD00004937,01-01-2024,Wrong item,9
ORD00004938,29-05-2024,Wrong item,5
ORD00004939,24-10-2024,Defective,21
ORD00004940,,,
ORD00004941,,,
ORD00004942,19-12-2023,Not as described,9
ORD00004943,,,
ORD00004944,12-08-2023,Defective,19
ORD00004945,,,
ORD00004946,,,
ORD00004947,19-04-2023,Not as described,30
ORD00004948,21-09-2023,Not as described,20
ORD00004949,15-09-2024,Wrong item,20
ORD00004950,20-04-2024,Defective,25
ORD00004951,12-12-2023,Defective,7
ORD00004952,14-08-2023,Defective,27
ORD00004953,11-09-2024,Wrong item,8
ORD00004954,,,
ORD00004955,05-11-2024,Wrong item,22
ORD00004956,,,
ORD00004957,23-01-2024,Wrong item,27
ORD00004958,25-08-2023,Not as described,2
ORD00004959,,,
ORD00004960,28-03-2024,Not as described,1
ORD00004961,,,
ORD00004962,12-10-2024,Defective,17
ORD00004963,19-07-2024,Not as described,13
ORD00004964,12-09-2024,Wrong item,24
ORD00004965,12-08-2024,Wrong item,6
ORD00004966,14-09-2023,Not as described,4
ORD00004967,17-12-2023,Defective,25
ORD00004968,,,
ORD00004969,02-06-2024,Changed mind,18
ORD00004970,,,
ORD00004971,,,
ORD00004972,28-11-2023,Changed mind,29
ORD00004973,09-12-2024,Changed mind,27
ORD00004974,,,
ORD00004975,31-01-2023,Defective,28
ORD00004976,,,
ORD00004977,28-02-2024,Defective,10
ORD00004978,,,
ORD00004979,30-08-2024,Wrong item,1
ORD00004980,13-07-2024,Not as described,29
ORD00004981,03-09-2024,Defective,20
ORD00004982,14-02-2024,Changed mind,18
ORD00004983,,,
ORD00004984,,,
ORD00004985,,,
ORD00004986,14-01-2024,Wrong item,16
ORD00004987,14-02-2023,Not as described,8
ORD00004988,08-11-2024,Not as described,10
ORD00004989,,,
ORD00004990,17-06-2023,Changed mind,3
ORD00004991,,,
ORD00004992,13-06-2024,Wrong item,9
ORD00004993,,,
ORD00004994,,,
ORD00004995,,,
ORD00004996,24-12-2023,Changed mind,25
ORD00004997,12-08-2023,Changed mind,30
ORD00004998,,,
ORD00004999,29-10-2023,Defective,9
ORD00005000,15-07-2023,Wrong item,3
ORD00005001,18-08-2024,Wrong item,13
ORD00005002,05-07-2023,Changed mind,20
ORD00005003,,,
ORD00005004,12-12-2024,Defective,27
ORD00005005,10-02-2024,Wrong item,14
ORD00005006,,,
ORD00005007,22-03-2024,Wrong item,13
ORD00005008,13-04-2024,Not as described,10
ORD00005009,,,
ORD00005010,26-04-2023,Changed mind,30
ORD00005011,28-07-2024,Defective,11
ORD00005012,,,
ORD00005013,,,
ORD00005014,31-12-2023,Defective,0
ORD00005015,,,
ORD00005016,,,
ORD00005017,,,
ORD00005018,,,
ORD00005019,,,
ORD00005020,,,
ORD00005021,,,
ORD00005022,,,
ORD00005023,,,
ORD00005024,,,
ORD00005025,16-09-2024,Not as described,22
ORD00005026,,,
ORD00005027,26-10-2023,Changed mind,20
ORD00005028,11-05-2024,Changed mind,8
ORD00005029,30-12-2024,Defective,5
ORD00005030,,,
ORD00005031,,,
ORD00005032,,,
ORD00005033,05-07-2024,Changed mind,16
ORD00005034,,,
ORD00005035,02-04-2024,Defective,5
ORD00005036,24-10-2024,Defective,15
ORD00005037,13-02-2024,Defective,3
ORD00005038,21-01-2024,Defective,3
ORD00005039,,,
ORD00005040,,,
ORD00005041,,,
ORD00005042,,,
ORD00005043,12-01-2025,Not as described,23
ORD00005044,17-07-2023,Wrong item,17
ORD00005045,29-05-2024,Defective,27
ORD00005046,04-01-2024,Defective,1
ORD00005047,,,
ORD00005048,07-05-2023,Defective,14
ORD00005049,14-06-2024,Wrong item,4
ORD00005050,,,
ORD00005051,,,
ORD00005052,21-05-2023,Wrong item,16
ORD00005053,23-07-2023,Defective,18
ORD00005054,26-08-2023,Changed mind,4
ORD00005055,20-01-2024,Changed mind,25
ORD00005056,,,
ORD00005057,,,
ORD00005058,18-01-2023,Wrong item,6
ORD00005059,15-08-2024,Wrong item,17
ORD00005060,,,
ORD00005061,,,
ORD00005062,08-07-2024,Wrong item,6
ORD00005063,,,
ORD00005064,,,
ORD00005065,30-09-2024,Wrong item,8
ORD00005066,02-09-2024,Defective,28
ORD00005067,,,
ORD00005068,,,
ORD00005069,,,
ORD00005070,,,
ORD00005071,,,
ORD00005072,02-12-2024,Wrong item,5
ORD00005073,,,
ORD00005074,,,
ORD00005075,,,
ORD00005076,17-10-2023,Defective,24
ORD00005077,,,
ORD00005078,22-06-2024,Changed mind,28
ORD00005079,02-05-2024,Not as described,18
ORD00005080,,,
ORD00005081,17-11-2024,Not as described,29
ORD00005082,03-10-2023,Wrong item,27
ORD00005083,,,
ORD00005084,12-09-2023,Defective,2
ORD00005085,,,
ORD00005086,09-10-2024,Defective,3
ORD00005087,24-04-2023,Changed mind,8
ORD00005088,,,
ORD00005089,,,
ORD00005090,,,
ORD00005091,07-08-2024,Defective,10
ORD00005092,21-12-2024,Changed mind,0
ORD00005093,23-04-2023,Wrong item,12
ORD00005094,13-04-2024,Defective,10
ORD00005095,14-11-2024,Defective,7
ORD00005096,,,
ORD00005097,30-09-2024,Changed mind,2
ORD00005098,27-06-2024,Not as described,30
ORD00005099,,,
ORD00005100,,,
ORD00005101,22-04-2023,Wrong item,9
ORD00005102,,,
ORD00005103,,,
ORD00005104,,,
ORD00005105,25-05-2024,Not as described,0
ORD00005106,,,
ORD00005107,,,
ORD00005108,,,
ORD00005109,,,
ORD00005110,,,
ORD00005111,09-12-2024,Wrong item,28
ORD00005112,02-06-2023,Not as described,14
ORD00005113,01-08-2023,Defective,15
ORD00005114,11-01-2025,Not as described,25
ORD00005115,20-09-2024,Changed mind,20
ORD00005116,,,
ORD00005117,,,
ORD00005118,11-11-2023,Not as described,30
ORD00005119,,,
ORD00005120,16-07-2023,Defective,17
ORD00005121,31-05-2024,Changed mind,21
ORD00005122,,,
ORD00005123,07-10-2024,Wrong item,21
ORD00005124,,,
ORD00005125,20-02-2024,Wrong item,30
ORD00005126,25-03-2023,Defective,1
ORD00005127,31-07-2024,Defective,19
ORD00005128,,,
ORD00005129,08-02-2024,Defective,27
ORD00005130,,,
ORD00005131,23-01-2023,Changed mind,5
ORD00005132,10-10-2024,Wrong item,20
ORD00005133,,,
ORD00005134,,,
ORD00005135,,,
ORD00005136,,,
ORD00005137,,,
ORD00005138,,,
ORD00005139,07-01-2025,Wrong item,15
ORD00005140,17-05-2024,Wrong item,25
ORD00005141,,,
ORD00005142,,,
ORD00005143,19-05-2024,Changed mind,21
ORD00005144,,,
ORD00005145,,,
ORD00005146,,,
ORD00005147,,,
ORD00005148,08-12-2024,Wrong item,4
ORD00005149,,,
ORD00005150,06-11-2024,Not as described,0
ORD00005151,24-04-2024,Changed mind,26
ORD00005152,,,
ORD00005153,17-10-2024,Changed mind,7
ORD00005154,09-07-2023,Wrong item,5
ORD00005155,,,
ORD00005156,22-02-2023,Changed mind,3
ORD00005157,,,
ORD00005158,,,
ORD00005159,,,
ORD00005160,,,
ORD00005161,,,
ORD00005162,,,
ORD00005163,30-04-2024,Changed mind,0
ORD00005164,25-06-2023,Defective,29
ORD00005165,27-10-2023,Not as described,3
ORD00005166,,,
ORD00005167,,,
ORD00005168,,,
ORD00005169,,,
ORD00005170,,,
ORD00005171,09-11-2024,Wrong item,23
ORD00005172,17-02-2023,Defective,18
ORD00005173,,,
ORD00005174,,,
ORD00005175,,,
ORD00005176,20-05-2024,Not as described,19
ORD00005177,15-10-2023,Not as described,5
ORD00005178,06-02-2024,Not as described,5
ORD00005179,13-01-2023,Not as described,12
ORD00005180,,,
ORD00005181,,,
ORD00005182,,,
ORD00005183,,,
ORD00005184,30-08-2023,Wrong item,2
ORD00005185,20-07-2024,Changed mind,13
ORD00005186,23-06-2024,Not as described,12
ORD00005187,13-08-2023,Wrong item,13
ORD00005188,26-10-2024,Not as described,21
ORD00005189,20-03-2023,Changed mind,20
ORD00005190,27-01-2024,Not as described,15
ORD00005191,,,
ORD00005192,14-06-2023,Wrong item,9
ORD00005193,,,
ORD00005194,17-07-2024,Not as described,28
ORD00005195,06-04-2024,Changed mind,28
ORD00005196,30-04-2024,Wrong item,13
ORD00005197,,,
ORD00005198,,,
ORD00005199,,,
ORD00005200,,,
ORD00005201,,,
ORD00005202,,,
ORD00005203,,,
ORD00005204,,,
ORD00005205,,,
ORD00005206,13-07-2024,Not as described,9
ORD00005207,07-03-2024,Changed mind,17
ORD00005208,,,
ORD00005209,,,
ORD00005210,,,
ORD00005211,,,
ORD00005212,16-03-2023,Wrong item,5
ORD00005213,,,
ORD00005214,05-01-2024,Wrong item,30
ORD00005215,09-03-2023,Wrong item,1
ORD00005216,,,
ORD00005217,28-02-2024,Wrong item,23
ORD00005218,08-11-2024,Changed mind,23
ORD00005219,08-11-2023,Changed mind,3
ORD00005220,,,
ORD00005221,02-10-2024,Defective,27
ORD00005222,28-06-2024,Not as described,15
ORD00005223,28-12-2023,Wrong item,28
ORD00005224,26-06-2024,Not as described,29
ORD00005225,05-05-2023,Not as described,12
ORD00005226,24-05-2024,Wrong item,14
ORD00005227,25-03-2024,Not as described,9
ORD00005228,22-11-2024,Changed mind,13
ORD00005229,19-02-2024,Defective,29
ORD00005230,07-02-2023,Defective,9
ORD00005231,,,
ORD00005232,29-04-2024,Changed mind,11
ORD00005233,08-02-2024,Defective,7
ORD00005234,26-09-2023,Not as described,30
ORD00005235,25-08-2024,Changed mind,11
ORD00005236,14-07-2024,Wrong item,22
ORD00005237,,,
ORD00005238,28-07-2024,Wrong item,27
ORD00005239,11-07-2024,Defective,19
ORD00005240,10-06-2023,Defective,30
ORD00005241,09-03-2024,Wrong item,23
ORD00005242,,,
ORD00005243,,,
ORD00005244,,,
ORD00005245,,,
ORD00005246,,,
ORD00005247,,,
ORD00005248,,,
ORD00005249,,,
ORD00005250,18-01-2023,Not as described,11
ORD00005251,,,
ORD00005252,29-04-2023,Changed mind,4
ORD00005253,29-11-2023,Defective,24
ORD00005254,,,
ORD00005255,,,
ORD00005256,,,
ORD00005257,28-03-2024,Not as described,12
ORD00005258,,,
ORD00005259,,,
ORD00005260,,,
ORD00005261,,,
ORD00005262,,,
ORD00005263,14-02-2024,Wrong item,12
ORD00005264,08-05-2023,Not as described,24
ORD00005265,,,
ORD00005266,05-01-2023,Wrong item,4
ORD00005267,29-11-2023,Defective,15
ORD00005268,30-04-2023,Changed mind,20
ORD00005269,28-06-2023,Defective,14
ORD00005270,,,
ORD00005271,,,
ORD00005272,24-01-2024,Wrong item,8
ORD00005273,03-07-2024,Changed mind,24
ORD00005274,,,
ORD00005275,03-07-2024,Changed mind,9
ORD00005276,,,
ORD00005277,08-10-2023,Defective,3
ORD00005278,,,
ORD00005279,,,
ORD00005280,,,
ORD00005281,23-08-2024,Not as described,1
ORD00005282,08-03-2023,Wrong item,15
ORD00005283,08-12-2024,Changed mind,18
ORD00005284,,,
ORD00005285,,,
ORD00005286,,,
ORD00005287,12-08-2024,Not as described,12
ORD00005288,,,
ORD00005289,,,
ORD00005290,,,
ORD00005291,24-02-2023,Wrong item,20
ORD00005292,16-03-2023,Changed mind,8
ORD00005293,,,
ORD00005294,,,
ORD00005295,,,
ORD00005296,,,
ORD00005297,,,
ORD00005298,13-04-2024,Defective,13
ORD00005299,,,
ORD00005300,02-09-2024,Defective,14
ORD00005301,28-12-2023,Defective,21
ORD00005302,,,
ORD00005303,,,
ORD00005304,27-03-2024,Changed mind,4
ORD00005305,,,
ORD00005306,08-06-2023,Changed mind,24
ORD00005307,25-11-2023,Not as described,2
ORD00005308,,,
ORD00005309,,,
ORD00005310,,,
ORD00005311,,,
ORD00005312,04-06-2023,Wrong item,3
ORD00005313,29-07-2024,Wrong item,8
ORD00005314,,,
ORD00005315,16-12-2024,Defective,2
ORD00005316,27-10-2024,Not as described,30
ORD00005317,,,
ORD00005318,,,
ORD00005319,,,
ORD00005320,10-10-2024,Wrong item,23
ORD00005321,24-08-2023,Wrong item,14
ORD00005322,29-01-2023,Defective,8
ORD00005323,21-08-2023,Not as described,17
ORD00005324,,,
ORD00005325,,,
ORD00005326,14-09-2023,Not as described,23
ORD00005327,05-08-2024,Defective,6
ORD00005328,06-03-2024,Defective,20
ORD00005329,,,
ORD00005330,13-05-2023,Wrong item,7
ORD00005331,07-02-2024,Changed mind,28
ORD00005332,28-08-2023,Wrong item,6
ORD00005333,16-11-2024,Wrong item,10
ORD00005334,,,
ORD00005335,,,
ORD00005336,13-09-2024,Defective,10
ORD00005337,06-07-2024,Not as described,27
ORD00005338,,,
ORD00005339,,,
ORD00005340,22-09-2023,Not as described,29
ORD00005341,,,
ORD00005342,,,
ORD00005343,,,
ORD00005344,,,
ORD00005345,11-04-2024,Defective,10
ORD00005346,,,
ORD00005347,,,
ORD00005348,,,
ORD00005349,,,
ORD00005350,,,
ORD00005351,14-08-2024,Not as described,0
ORD00005352,15-08-2023,Not as described,14
ORD00005353,15-04-2023,Wrong item,17
ORD00005354,,,
ORD00005355,,,
ORD00005356,25-01-2023,Not as described,9
ORD00005357,27-04-2024,Not as described,5
ORD00005358,31-01-2024,Defective,24
ORD00005359,,,
ORD00005360,,,
ORD00005361,24-07-2023,Changed mind,22
ORD00005362,31-10-2023,Defective,29
ORD00005363,10-08-2024,Changed mind,16
ORD00005364,01-12-2023,Defective,12
ORD00005365,20-04-2024,Wrong item,30
ORD00005366,,,
ORD00005367,,,
ORD00005368,29-05-2024,Not as described,24
ORD00005369,,,
ORD00005370,11-10-2023,Not as described,6
ORD00005371,03-11-2024,Not as described,21
ORD00005372,06-05-2023,Not as described,14
ORD00005373,22-06-2023,Not as described,13
ORD00005374,01-10-2024,Wrong item,15
ORD00005375,,,
ORD00005376,,,
ORD00005377,,,
ORD00005378,04-09-2023,Not as described,5
ORD00005379,,,
ORD00005380,11-01-2023,Wrong item,0
ORD00005381,01-08-2023,Not as described,19
ORD00005382,,,
ORD00005383,,,
ORD00005384,,,
ORD00005385,,,
ORD00005386,,,
ORD00005387,,,
ORD00005388,07-06-2023,Not as described,11
ORD00005389,04-11-2023,Defective,23
ORD00005390,22-05-2024,Changed mind,14
ORD00005391,15-05-2023,Defective,24
ORD00005392,,,
ORD00005393,19-02-2023,Changed mind,24
ORD00005394,13-04-2023,Defective,27
ORD00005395,,,
ORD00005396,,,
ORD00005397,16-05-2024,Not as described,21
ORD00005398,,,
ORD00005399,10-07-2023,Not as described,12
ORD00005400,,,
ORD00005401,,,
ORD00005402,02-11-2023,Not as described,23
ORD00005403,18-12-2023,Wrong item,24
ORD00005404,,,
ORD00005405,10-07-2023,Not as described,22
ORD00005406,18-02-2024,Wrong item,13
ORD00005407,,,
ORD00005408,24-05-2024,Defective,24
ORD00005409,12-06-2024,Wrong item,0
ORD00005410,30-11-2023,Not as described,21
ORD00005411,17-12-2024,Not as described,18
ORD00005412,,,
ORD00005413,03-09-2024,Not as described,12
ORD00005414,,,
ORD00005415,06-03-2024,Wrong item,14
ORD00005416,,,
ORD00005417,,,
ORD00005418,,,
ORD00005419,26-05-2024,Defective,15
ORD00005420,,,
ORD00005421,03-04-2023,Not as described,7
ORD00005422,08-12-2023,Changed mind,1
ORD00005423,02-02-2023,Changed mind,27
ORD00005424,08-01-2024,Not as described,9
ORD00005425,02-01-2025,Changed mind,16
ORD00005426,,,
ORD00005427,,,
ORD00005428,,,
ORD00005429,01-05-2023,Wrong item,16
ORD00005430,,,
ORD00005431,24-08-2024,Changed mind,13
ORD00005432,,,
ORD00005433,,,
ORD00005434,,,
ORD00005435,,,
ORD00005436,06-07-2024,Defective,4
ORD00005437,21-02-2023,Defective,7
ORD00005438,10-11-2024,Wrong item,12
ORD00005439,11-01-2023,Defective,10
ORD00005440,24-05-2023,Defective,20
ORD00005441,,,
ORD00005442,04-01-2024,Defective,29
ORD00005443,,,
ORD00005444,25-09-2024,Defective,3
ORD00005445,06-01-2025,Wrong item,26
ORD00005446,,,
ORD00005447,05-04-2023,Wrong item,3
ORD00005448,28-08-2024,Defective,5
ORD00005449,,,
ORD00005450,12-08-2024,Wrong item,20
ORD00005451,,,
ORD00005452,,,
ORD00005453,13-09-2024,Changed mind,29
ORD00005454,31-10-2023,Changed mind,28
ORD00005455,,,
ORD00005456,27-07-2023,Defective,7
ORD00005457,,,
ORD00005458,28-04-2023,Defective,14
ORD00005459,,,
ORD00005460,,,
ORD00005461,01-07-2024,Wrong item,17
ORD00005462,27-04-2023,Wrong item,22
ORD00005463,11-06-2023,Defective,28
ORD00005464,29-07-2023,Changed mind,15
ORD00005465,03-05-2024,Not as described,5
ORD00005466,,,
ORD00005467,,,
ORD00005468,12-05-2023,Wrong item,29
ORD00005469,09-05-2024,Changed mind,23
ORD00005470,,,
ORD00005471,25-10-2023,Wrong item,24
ORD00005472,,,
ORD00005473,22-06-2024,Defective,19
ORD00005474,,,
ORD00005475,,,
ORD00005476,,,
ORD00005477,12-09-2024,Defective,29
ORD00005478,,,
ORD00005479,,,
ORD00005480,10-09-2024,Wrong item,2
ORD00005481,,,
ORD00005482,01-06-2024,Changed mind,20
ORD00005483,,,
ORD00005484,12-01-2024,Changed mind,29
ORD00005485,06-03-2024,Defective,21
ORD00005486,04-06-2023,Wrong item,2
ORD00005487,,,
ORD00005488,27-03-2024,Wrong item,17
ORD00005489,14-08-2023,Changed mind,18
ORD00005490,09-04-2023,Defective,0
ORD00005491,31-10-2024,Not as described,25
ORD00005492,,,
ORD00005493,,,
ORD00005494,,,
ORD00005495,,,
ORD00005496,,,
ORD00005497,30-11-2024,Changed mind,29
ORD00005498,,,
ORD00005499,,,
ORD00005500,,,
ORD00005501,24-03-2023,Defective,21
ORD00005502,,,
ORD00005503,,,
ORD00005504,07-06-2023,Defective,27
ORD00005505,24-05-2023,Defective,16
ORD00005506,,,
ORD00005507,24-05-2023,Not as described,27
ORD00005508,,,
ORD00005509,,,
ORD00005510,08-06-2024,Changed mind,21
ORD00005511,,,
ORD00005512,06-09-2024,Wrong item,4
ORD00005513,,,
ORD00005514,25-10-2023,Not as described,1
ORD00005515,07-12-2024,Not as described,30
ORD00005516,,,
ORD00005517,,,
ORD00005518,,,
ORD00005519,09-05-2023,Changed mind,26
ORD00005520,26-12-2023,Defective,26
ORD00005521,,,
ORD00005522,09-07-2024,Changed mind,8
ORD00005523,20-03-2023,Defective,5
ORD00005524,,,
ORD00005525,,,
ORD00005526,,,
ORD00005527,25-05-2024,Changed mind,0
ORD00005528,07-10-2024,Wrong item,0
ORD00005529,,,
ORD00005530,20-04-2024,Defective,28
ORD00005531,,,
ORD00005532,01-04-2024,Not as described,18
ORD00005533,29-08-2023,Changed mind,12
ORD00005534,16-05-2023,Changed mind,2
ORD00005535,,,
ORD00005536,,,
ORD00005537,,,
ORD00005538,,,
ORD00005539,17-09-2023,Not as described,29
ORD00005540,,,
ORD00005541,,,
ORD00005542,23-06-2023,Wrong item,7
ORD00005543,,,
ORD00005544,,,
ORD00005545,,,
ORD00005546,07-08-2024,Wrong item,28
ORD00005547,,,
ORD00005548,25-03-2023,Not as described,14
ORD00005549,,,
ORD00005550,09-06-2024,Not as described,13
ORD00005551,,,
ORD00005552,,,
ORD00005553,,,
ORD00005554,04-01-2025,Wrong item,25
ORD00005555,17-07-2023,Changed mind,14
ORD00005556,,,
ORD00005557,,,
ORD00005558,02-11-2023,Defective,22
ORD00005559,20-12-2024,Changed mind,9
ORD00005560,09-01-2024,Not as described,19
ORD00005561,28-07-2024,Changed mind,21
ORD00005562,,,
ORD00005563,,,
ORD00005564,,,
ORD00005565,,,
ORD00005566,,,
ORD00005567,,,
ORD00005568,,,
ORD00005569,17-12-2024,Defective,27
ORD00005570,23-02-2024,Defective,20
ORD00005571,10-01-2025,Wrong item,27
ORD00005572,18-02-2023,Wrong item,5
ORD00005573,,,
ORD00005574,,,
ORD00005575,,,
ORD00005576,22-01-2025,Not as described,23
ORD00005577,,,
ORD00005578,15-03-2023,Wrong item,26
ORD00005579,,,
ORD00005580,15-02-2023,Wrong item,1
ORD00005581,,,
ORD00005582,,,
ORD00005583,09-02-2024,Wrong item,9
ORD00005584,,,
ORD00005585,20-07-2023,Wrong item,27
ORD00005586,03-12-2024,Not as described,4
ORD00005587,,,
ORD00005588,27-06-2024,Not as described,18
ORD00005589,06-02-2024,Wrong item,5
ORD00005590,,,
ORD00005591,06-04-2023,Not as described,13
ORD00005592,01-10-2023,Defective,28
ORD00005593,01-12-2024,Changed mind,7
ORD00005594,,,
ORD00005595,14-06-2023,Changed mind,29
ORD00005596,,,
ORD00005597,,,
ORD00005598,21-08-2024,Changed mind,1
ORD00005599,01-09-2023,Wrong item,4
ORD00005600,,,
ORD00005601,,,
ORD00005602,16-06-2024,Wrong item,2
ORD00005603,21-10-2023,Wrong item,30
ORD00005604,,,
ORD00005605,14-08-2024,Not as described,29
ORD00005606,19-07-2024,Defective,28
ORD00005607,,,
ORD00005608,,,
ORD00005609,,,
ORD00005610,03-04-2023,Wrong item,14
ORD00005611,01-10-2024,Wrong item,6
ORD00005612,,,
ORD00005613,12-12-2023,Not as described,29
ORD00005614,,,
ORD00005615,,,
ORD00005616,21-05-2023,Changed mind,10
ORD00005617,03-08-2023,Not as described,9
ORD00005618,,,
ORD00005619,18-01-2025,Changed mind,29
ORD00005620,,,
ORD00005621,22-02-2024,Not as described,24
ORD00005622,14-04-2023,Not as described,18
ORD00005623,10-11-2023,Not as described,23
ORD00005624,,,
ORD00005625,,,
ORD00005626,,,
ORD00005627,,,
ORD00005628,25-02-2024,Changed mind,18
ORD00005629,05-09-2024,Defective,20
ORD00005630,,,
ORD00005631,,,
ORD00005632,,,
ORD00005633,,,
ORD00005634,31-03-2024,Not as described,28
ORD00005635,,,
ORD00005636,04-06-2024,Defective,11
ORD00005637,,,
ORD00005638,,,
ORD00005639,,,
ORD00005640,,,
ORD00005641,,,
ORD00005642,,,
ORD00005643,,,
ORD00005644,,,
ORD00005645,22-09-2024,Wrong item,9
ORD00005646,,,
ORD00005647,,,
ORD00005648,16-02-2024,Defective,23
ORD00005649,,,
ORD00005650,,,
ORD00005651,,,
ORD00005652,,,
ORD00005653,19-03-2023,Wrong item,10
ORD00005654,,,
ORD00005655,05-04-2023,Wrong item,13
ORD00005656,09-10-2024,Not as described,27
ORD00005657,,,
ORD00005658,29-11-2024,Wrong item,21
ORD00005659,,,
ORD00005660,22-07-2024,Changed mind,14
ORD00005661,,,
ORD00005662,03-08-2024,Defective,19
ORD00005663,,,
ORD00005664,,,
ORD00005665,,,
ORD00005666,,,
ORD00005667,02-04-2024,Wrong item,30
ORD00005668,,,
ORD00005669,,,
ORD00005670,03-08-2024,Defective,5
ORD00005671,,,
ORD00005672,,,
ORD00005673,,,
ORD00005674,,,
ORD00005675,06-11-2023,Wrong item,1
ORD00005676,30-09-2024,Changed mind,30
ORD00005677,30-10-2024,Wrong item,4
ORD00005678,,,
ORD00005679,,,
ORD00005680,,,
ORD00005681,09-11-2023,Not as described,1
ORD00005682,22-02-2023,Not as described,14
ORD00005683,,,
ORD00005684,02-01-2025,Defective,26
ORD00005685,,,
ORD00005686,,,
ORD00005687,24-08-2023,Not as described,12
ORD00005688,24-06-2023,Wrong item,1
ORD00005689,,,
ORD00005690,,,
ORD00005691,,,
ORD00005692,02-05-2023,Changed mind,28
ORD00005693,02-05-2024,Wrong item,14
ORD00005694,,,
ORD00005695,11-02-2023,Defective,9
ORD00005696,,,
ORD00005697,27-11-2024,Changed mind,22
ORD00005698,,,
ORD00005699,,,
ORD00005700,,,
ORD00005701,,,
ORD00005702,19-11-2023,Defective,28
ORD00005703,,,
ORD00005704,22-07-2024,Defective,15
ORD00005705,25-06-2023,Wrong item,26
ORD00005706,,,
ORD00005707,19-01-2023,Not as described,2
ORD00005708,07-12-2023,Changed mind,7
ORD00005709,,,
ORD00005710,09-06-2024,Defective,5
ORD00005711,25-01-2023,Not as described,11
ORD00005712,,,
ORD00005713,09-03-2023,Wrong item,2
ORD00005714,29-12-2024,Wrong item,16
ORD00005715,,,
ORD00005716,21-02-2023,Changed mind,29
ORD00005717,,,
ORD00005718,23-10-2023,Defective,4
ORD00005719,04-02-2023,Wrong item,16
ORD00005720,02-07-2023,Changed mind,2
ORD00005721,22-05-2023,Not as described,14
ORD00005722,25-11-2023,Not as described,10
ORD00005723,,,
ORD00005724,10-04-2023,Not as described,2
ORD00005725,19-02-2024,Not as described,20
ORD00005726,09-05-2024,Not as described,2
ORD00005727,,,
ORD00005728,05-09-2023,Not as described,27
ORD00005729,06-04-2023,Not as described,29
ORD00005730,,,
ORD00005731,13-05-2024,Defective,25
ORD00005732,,,
ORD00005733,08-12-2023,Not as described,25
ORD00005734,,,
ORD00005735,21-07-2023,Defective,10
ORD00005736,,,
ORD00005737,24-06-2023,Wrong item,27
ORD00005738,09-08-2024,Changed mind,2
ORD00005739,13-06-2023,Defective,18
ORD00005740,13-09-2024,Wrong item,10
ORD00005741,20-04-2024,Changed mind,14
ORD00005742,18-01-2025,Changed mind,19
ORD00005743,13-12-2023,Defective,7
ORD00005744,,,
ORD00005745,26-10-2024,Not as described,14
ORD00005746,,,
ORD00005747,15-02-2024,Not as described,3
ORD00005748,,,
ORD00005749,,,
ORD00005750,10-09-2024,Changed mind,11
ORD00005751,15-10-2024,Defective,24
ORD00005752,21-04-2023,Not as described,4
ORD00005753,,,
ORD00005754,,,
ORD00005755,28-11-2024,Defective,3
ORD00005756,,,
ORD00005757,23-03-2023,Changed mind,18
ORD00005758,31-05-2024,Defective,9
ORD00005759,,,
ORD00005760,,,
ORD00005761,,,
ORD00005762,,,
ORD00005763,20-06-2023,Wrong item,24
ORD00005764,18-11-2023,Not as described,16
ORD00005765,,,
ORD00005766,,,
ORD00005767,,,
ORD00005768,,,
ORD00005769,07-12-2024,Changed mind,30
ORD00005770,,,
ORD00005771,,,
ORD00005772,,,
ORD00005773,07-10-2024,Not as described,25
ORD00005774,23-04-2023,Not as described,7
ORD00005775,,,
ORD00005776,19-05-2024,Not as described,5
ORD00005777,21-06-2023,Defective,12
ORD00005778,,,
ORD00005779,,,
ORD00005780,26-12-2024,Defective,22
ORD00005781,03-09-2024,Changed mind,11
ORD00005782,21-12-2024,Defective,12
